datetime,00060_Mean,00060_Mean_cd,site_no
2000-01-15 00:00:00+00:00,0.17,A,09386900
2000-01-16 00:00:00+00:00,0.18,A,09386900
2000-01-17 00:00:00+00:00,0.22,A,09386900
2000-01-18 00:00:00+00:00,0.23,A,09386900
2000-01-19 00:00:00+00:00,0.21,A,09386900
2000-01-20 00:00:00+00:00,0.21,A,09386900
2000-01-21 00:00:00+00:00,0.28,A,09386900
2000-01-22 00:00:00+00:00,0.26,A,09386900
2000-01-23 00:00:00+00:00,0.23,A,09386900
2000-01-24 00:00:00+00:00,0.25,A,09386900
2000-01-25 00:00:00+00:00,0.33,A,09386900
2000-01-26 00:00:00+00:00,1.0,A,09386900
2000-01-27 00:00:00+00:00,0.43,A,09386900
2000-01-28 00:00:00+00:00,0.22,A,09386900
2000-01-29 00:00:00+00:00,0.11,A,09386900
2000-01-30 00:00:00+00:00,0.13,A,09386900
2000-01-31 00:00:00+00:00,0.13,A,09386900
2000-02-01 00:00:00+00:00,0.12,A,09386900
2000-02-02 00:00:00+00:00,0.1,A,09386900
2000-02-03 00:00:00+00:00,0.11,A,09386900
2000-02-04 00:00:00+00:00,0.13,A,09386900
2000-02-05 00:00:00+00:00,0.14,A,09386900
2000-02-06 00:00:00+00:00,0.12,A,09386900
2000-02-07 00:00:00+00:00,0.11,A,09386900
2000-02-08 00:00:00+00:00,0.12,A,09386900
2000-02-09 00:00:00+00:00,0.15,A,09386900
2000-02-10 00:00:00+00:00,0.17,A,09386900
2000-02-11 00:00:00+00:00,0.13,A,09386900
2000-02-12 00:00:00+00:00,0.12,A,09386900
2000-02-13 00:00:00+00:00,0.12,A,09386900
2000-02-14 00:00:00+00:00,0.21,A,09386900
2000-02-15 00:00:00+00:00,0.16,A,09386900
2000-02-16 00:00:00+00:00,0.13,A,09386900
2000-02-17 00:00:00+00:00,0.16,A,09386900
2000-02-18 00:00:00+00:00,0.13,A,09386900
2000-02-19 00:00:00+00:00,0.11,A,09386900
2000-02-20 00:00:00+00:00,0.12,A,09386900
2000-02-21 00:00:00+00:00,0.12,A,09386900
2000-02-22 00:00:00+00:00,0.22,A,09386900
2000-02-23 00:00:00+00:00,0.14,A,09386900
2000-02-24 00:00:00+00:00,0.12,A,09386900
2000-02-25 00:00:00+00:00,0.09,A,09386900
2000-02-26 00:00:00+00:00,0.07,A,09386900
2000-02-27 00:00:00+00:00,0.08,A,09386900
2000-02-28 00:00:00+00:00,0.08,A,09386900
2000-02-29 00:00:00+00:00,0.08,A,09386900
2000-03-01 00:00:00+00:00,0.08,A,09386900
2000-03-02 00:00:00+00:00,0.13,A,09386900
2000-03-03 00:00:00+00:00,0.1,A,09386900
2000-03-04 00:00:00+00:00,0.09,A,09386900
2000-03-05 00:00:00+00:00,0.23,A,09386900
2000-03-06 00:00:00+00:00,0.21,A,09386900
2000-03-07 00:00:00+00:00,0.34,A,09386900
2000-03-08 00:00:00+00:00,0.2,A,09386900
2000-03-09 00:00:00+00:00,0.15,A,09386900
2000-03-10 00:00:00+00:00,0.08,A,09386900
2000-03-11 00:00:00+00:00,0.07,A,09386900
2000-03-12 00:00:00+00:00,0.07,A,09386900
2000-03-13 00:00:00+00:00,0.06,A,09386900
2000-03-14 00:00:00+00:00,0.09,A,09386900
2000-03-15 00:00:00+00:00,0.16,A,09386900
2000-03-16 00:00:00+00:00,0.21,A,09386900
2000-03-17 00:00:00+00:00,0.26,A,09386900
2000-03-18 00:00:00+00:00,0.25,A,09386900
2000-03-19 00:00:00+00:00,0.28,A,09386900
2000-03-20 00:00:00+00:00,0.38,A,09386900
2000-03-21 00:00:00+00:00,0.8,A,09386900
2000-03-22 00:00:00+00:00,0.87,A,09386900
2000-03-23 00:00:00+00:00,0.57,A,09386900
2000-03-24 00:00:00+00:00,0.35,A,09386900
2000-03-25 00:00:00+00:00,0.49,A,09386900
2000-03-26 00:00:00+00:00,0.76,A,09386900
2000-03-27 00:00:00+00:00,0.48,A,09386900
2000-03-28 00:00:00+00:00,1.0,A,09386900
2000-03-29 00:00:00+00:00,17.0,A,09386900
2000-03-30 00:00:00+00:00,7.4,A,09386900
2000-03-31 00:00:00+00:00,9.2,A,09386900
2000-04-01 00:00:00+00:00,11.0,A,09386900
2000-04-02 00:00:00+00:00,11.0,A,09386900
2000-04-03 00:00:00+00:00,9.0,A,09386900
2000-04-04 00:00:00+00:00,1.9,A,09386900
2000-04-05 00:00:00+00:00,0.42,A,09386900
2000-04-06 00:00:00+00:00,0.11,A,09386900
2000-04-07 00:00:00+00:00,0.05,A,09386900
2000-04-08 00:00:00+00:00,0.02,A,09386900
2000-04-09 00:00:00+00:00,0.02,A,09386900
2000-04-10 00:00:00+00:00,0.01,A,09386900
2000-04-11 00:00:00+00:00,0.01,A,09386900
2000-04-12 00:00:00+00:00,0.01,A,09386900
2000-04-13 00:00:00+00:00,0.01,A,09386900
2000-04-14 00:00:00+00:00,0.01,A,09386900
2000-04-15 00:00:00+00:00,0.02,A,09386900
2000-04-16 00:00:00+00:00,0.01,A,09386900
2000-04-17 00:00:00+00:00,0.05,A,09386900
2000-04-18 00:00:00+00:00,0.07,A,09386900
2000-04-19 00:00:00+00:00,0.06,A,09386900
2000-04-20 00:00:00+00:00,0.06,A,09386900
2000-04-21 00:00:00+00:00,0.05,A,09386900
2000-04-22 00:00:00+00:00,0.07,A,09386900
2000-04-23 00:00:00+00:00,0.06,A,09386900
2000-04-24 00:00:00+00:00,0.04,A,09386900
2000-04-25 00:00:00+00:00,0.04,A,09386900
2000-04-26 00:00:00+00:00,0.04,A,09386900
2000-04-27 00:00:00+00:00,0.04,A,09386900
2000-04-28 00:00:00+00:00,0.04,A,09386900
2000-04-29 00:00:00+00:00,0.04,A,09386900
2000-04-30 00:00:00+00:00,0.07,A,09386900
2000-05-01 00:00:00+00:00,0.07,A,09386900
2000-05-02 00:00:00+00:00,0.05,A,09386900
2000-05-03 00:00:00+00:00,0.06,A,09386900
2000-05-04 00:00:00+00:00,0.07,A,09386900
2000-05-05 00:00:00+00:00,0.06,A,09386900
2000-05-06 00:00:00+00:00,0.04,A,09386900
2000-05-07 00:00:00+00:00,0.08,A,09386900
2000-05-08 00:00:00+00:00,0.09,A,09386900
2000-05-09 00:00:00+00:00,0.08,A,09386900
2000-05-10 00:00:00+00:00,0.08,A,09386900
2000-05-11 00:00:00+00:00,0.06,A,09386900
2000-05-12 00:00:00+00:00,0.05,A,09386900
2000-05-13 00:00:00+00:00,0.06,A,09386900
2000-05-14 00:00:00+00:00,0.07,A,09386900
2000-05-15 00:00:00+00:00,0.07,A,09386900
2000-05-16 00:00:00+00:00,0.06,A,09386900
2000-05-17 00:00:00+00:00,0.08,A,09386900
2000-05-18 00:00:00+00:00,0.09,A,09386900
2000-05-19 00:00:00+00:00,0.11,A,09386900
2000-05-20 00:00:00+00:00,0.13,A,09386900
2000-05-21 00:00:00+00:00,0.07,A,09386900
2000-05-22 00:00:00+00:00,0.06,A,09386900
2000-05-23 00:00:00+00:00,0.09,A,09386900
2000-05-24 00:00:00+00:00,0.07,A,09386900
2000-05-25 00:00:00+00:00,0.07,A,09386900
2000-05-26 00:00:00+00:00,0.08,A,09386900
2000-05-27 00:00:00+00:00,0.06,A,09386900
2000-05-28 00:00:00+00:00,0.05,A,09386900
2000-05-29 00:00:00+00:00,0.06,A,09386900
2000-05-30 00:00:00+00:00,0.07,A,09386900
2000-05-31 00:00:00+00:00,0.1,A,09386900
2000-06-01 00:00:00+00:00,0.08,A,09386900
2000-06-02 00:00:00+00:00,0.13,A,09386900
2000-06-03 00:00:00+00:00,0.11,A,09386900
2000-06-04 00:00:00+00:00,0.09,A,09386900
2000-06-05 00:00:00+00:00,0.07,A,09386900
2000-06-06 00:00:00+00:00,0.06,A,09386900
2000-06-07 00:00:00+00:00,0.04,A,09386900
2000-06-08 00:00:00+00:00,0.07,A,09386900
2000-06-09 00:00:00+00:00,0.12,A,09386900
2000-06-10 00:00:00+00:00,0.11,A,09386900
2000-06-11 00:00:00+00:00,0.11,A,09386900
2000-06-12 00:00:00+00:00,0.13,A,09386900
2000-06-13 00:00:00+00:00,0.16,A,09386900
2000-06-14 00:00:00+00:00,0.13,A,09386900
2000-06-15 00:00:00+00:00,0.13,A,09386900
2000-06-16 00:00:00+00:00,0.15,A,09386900
2000-06-17 00:00:00+00:00,0.19,A,09386900
2000-06-18 00:00:00+00:00,0.21,A,09386900
2000-06-19 00:00:00+00:00,0.25,A,09386900
2000-06-20 00:00:00+00:00,0.38,A,09386900
2000-06-21 00:00:00+00:00,0.35,A,09386900
2000-06-22 00:00:00+00:00,0.3,A,09386900
2000-06-23 00:00:00+00:00,0.28,A,09386900
2000-06-24 00:00:00+00:00,0.29,A,09386900
2000-06-25 00:00:00+00:00,0.28,A,09386900
2000-06-26 00:00:00+00:00,0.32,A,09386900
2000-06-27 00:00:00+00:00,0.38,A,09386900
2000-06-28 00:00:00+00:00,0.46,A,09386900
2000-06-29 00:00:00+00:00,0.14,A,09386900
2000-06-30 00:00:00+00:00,0.02,A,09386900
2000-07-01 00:00:00+00:00,0.05,A,09386900
2000-07-02 00:00:00+00:00,0.06,A,09386900
2000-07-03 00:00:00+00:00,0.05,A,09386900
2000-07-04 00:00:00+00:00,0.05,A,09386900
2000-07-05 00:00:00+00:00,0.05,A,09386900
2000-07-06 00:00:00+00:00,0.05,A,09386900
2000-07-07 00:00:00+00:00,0.03,A,09386900
2000-07-08 00:00:00+00:00,0.03,A,09386900
2000-07-09 00:00:00+00:00,0.05,A,09386900
2000-07-10 00:00:00+00:00,0.06,A,09386900
2000-07-11 00:00:00+00:00,0.06,A,09386900
2000-07-12 00:00:00+00:00,0.06,A,09386900
2000-07-13 00:00:00+00:00,0.07,A,09386900
2000-07-14 00:00:00+00:00,0.08,A,09386900
2000-07-15 00:00:00+00:00,0.1,A,09386900
2000-07-16 00:00:00+00:00,0.16,A,09386900
2000-07-17 00:00:00+00:00,0.13,A,09386900
2000-07-18 00:00:00+00:00,0.11,A,09386900
2000-07-19 00:00:00+00:00,0.05,A,09386900
2000-07-20 00:00:00+00:00,0.05,A,09386900
2000-07-21 00:00:00+00:00,0.06,A,09386900
